event_id,event_name,phase,vehicle_type,parking_lot_id,assigned_capacity
90,OPTI München,assembly,cars,4,600
90,OPTI München,assembly,busses,4,90
90,OPTI München,assembly,trucks,4,208
90,OPTI München,assembly,trucks,5,232
90,OPTI München,runtime,cars,4,900
90,OPTI München,runtime,cars,5,1500
90,OPTI München,runtime,cars,16,720
90,OPTI München,runtime,busses,16,180
90,OPTI München,runtime,trucks,16,228
90,OPTI München,runtime,trucks,14,12
90,OPTI München,disassembly,cars,4,580
90,OPTI München,disassembly,busses,4,90
90,OPTI München,disassembly,trucks,4,228
90,OPTI München,disassembly,trucks,5,212
91,Evakuierungshalle Flüchtende,assembly,cars,1,190
91,Evakuierungshalle Flüchtende,assembly,busses,1,30
91,Evakuierungshalle Flüchtende,assembly,trucks,1,40
91,Evakuierungshalle Flüchtende,assembly,trucks,2,120
91,Evakuierungshalle Flüchtende,runtime,cars,1,260
91,Evakuierungshalle Flüchtende,runtime,cars,2,170
91,Evakuierungshalle Flüchtende,runtime,busses,2,30
91,Evakuierungshalle Flüchtende,runtime,trucks,2,40
91,Evakuierungshalle Flüchtende,disassembly,cars,1,160
91,Evakuierungshalle Flüchtende,disassembly,busses,1,30
91,Evakuierungshalle Flüchtende,disassembly,trucks,1,68
91,Evakuierungshalle Flüchtende,disassembly,trucks,2,52
92,f.re.e,assembly,cars,1,260
92,f.re.e,assembly,cars,2,675
92,f.re.e,assembly,cars,12,100
92,f.re.e,assembly,cars,11,225
92,f.re.e,assembly,cars,4,900
92,f.re.e,assembly,cars,3,340
92,f.re.e,assembly,busses,3,309
92,f.re.e,assembly,busses,13,48
92,f.re.e,assembly,busses,14,63
92,f.re.e,assembly,trucks,14,1036
92,f.re.e,assembly,trucks,15,844
92,f.re.e,runtime,cars,1,260
92,f.re.e,runtime,cars,2,675
92,f.re.e,runtime,cars,12,100
92,f.re.e,runtime,cars,11,225
92,f.re.e,runtime,cars,4,900
92,f.re.e,runtime,cars,3,650
92,f.re.e,runtime,cars,13,50
92,f.re.e,runtime,cars,14,1100
92,f.re.e,runtime,cars,15,900
92,f.re.e,runtime,cars,16,70
92,f.re.e,runtime,busses,16,270
92,f.re.e,runtime,trucks,16,400
92,f.re.e,disassembly,cars,1,260
92,f.re.e,disassembly,cars,2,675
92,f.re.e,disassembly,cars,12,100
92,f.re.e,disassembly,cars,11,225
92,f.re.e,disassembly,cars,4,390
92,f.re.e,disassembly,busses,4,270
92,f.re.e,disassembly,trucks,4,240
92,f.re.e,disassembly,trucks,3,648
92,f.re.e,disassembly,trucks,13,48
92,f.re.e,disassembly,trucks,14,304
93,INHORGENTA MUNICH,assembly,cars,1,260
93,INHORGENTA MUNICH,assembly,cars,2,675
93,INHORGENTA MUNICH,assembly,cars,12,100
93,INHORGENTA MUNICH,assembly,cars,11,225
93,INHORGENTA MUNICH,assembly,cars,4,130
93,INHORGENTA MUNICH,assembly,busses,4,240
93,INHORGENTA MUNICH,assembly,trucks,4,528
93,INHORGENTA MUNICH,assembly,trucks,3,512
93,INHORGENTA MUNICH,runtime,cars,1,260
93,INHORGENTA MUNICH,runtime,cars,2,675
93,INHORGENTA MUNICH,runtime,cars,12,100
93,INHORGENTA MUNICH,runtime,cars,11,225
93,INHORGENTA MUNICH,runtime,cars,4,900
93,INHORGENTA MUNICH,runtime,cars,3,650
93,INHORGENTA MUNICH,runtime,cars,13,50
93,INHORGENTA MUNICH,runtime,cars,14,1100
93,INHORGENTA MUNICH,runtime,cars,15,130
93,INHORGENTA MUNICH,runtime,busses,15,240
93,INHORGENTA MUNICH,runtime,trucks,15,320
93,INHORGENTA MUNICH,disassembly,cars,1,260
93,INHORGENTA MUNICH,disassembly,cars,2,675
93,INHORGENTA MUNICH,disassembly,cars,12,100
93,INHORGENTA MUNICH,disassembly,cars,11,225
93,INHORGENTA MUNICH,disassembly,cars,4,40
93,INHORGENTA MUNICH,disassembly,busses,4,210
93,INHORGENTA MUNICH,disassembly,trucks,4,648
93,INHORGENTA MUNICH,disassembly,trucks,3,312
94,IMOT,assembly,cars,1,260
94,IMOT,assembly,cars,2,180
94,IMOT,assembly,busses,2,60
94,IMOT,assembly,trucks,2,320
94,IMOT,runtime,cars,1,260
94,IMOT,runtime,cars,2,420
94,IMOT,runtime,busses,2,30
94,IMOT,runtime,trucks,2,40
94,IMOT,disassembly,cars,1,260
94,IMOT,disassembly,cars,2,70
94,IMOT,disassembly,busses,2,60
94,IMOT,disassembly,trucks,2,240
95,digitalBAU,assembly,cars,1,100
95,digitalBAU,assembly,trucks,1,80
95,digitalBAU,runtime,cars,3,2
95,digitalBAU,runtime,cars,13,2
95,digitalBAU,runtime,cars,14,456
95,digitalBAU,runtime,busses,14,30
95,digitalBAU,runtime,trucks,14,40
95,digitalBAU,disassembly,cars,1,30
95,digitalBAU,disassembly,trucks,1,40
96,Evakuierungshalle Flüchtende,assembly,cars,4,160
96,Evakuierungshalle Flüchtende,assembly,busses,4,30
96,Evakuierungshalle Flüchtende,assembly,trucks,4,120
96,Evakuierungshalle Flüchtende,runtime,cars,4,590
96,Evakuierungshalle Flüchtende,runtime,busses,4,30
96,Evakuierungshalle Flüchtende,runtime,trucks,4,40
96,Evakuierungshalle Flüchtende,disassembly,cars,4,160
96,Evakuierungshalle Flüchtende,disassembly,busses,4,30
96,Evakuierungshalle Flüchtende,disassembly,trucks,4,120
97,IHM Leergut Halle,assembly,cars,4,20
97,IHM Leergut Halle,runtime,cars,4,10
97,IHM Leergut Halle,disassembly,cars,4,10
98,IHM,assembly,cars,1,260
98,IHM,assembly,cars,2,675
98,IHM,assembly,cars,3,650
98,IHM,assembly,cars,11,185
98,IHM,assembly,busses,11,39
98,IHM,assembly,busses,12,99
98,IHM,assembly,busses,4,162
98,IHM,assembly,trucks,4,736
98,IHM,assembly,trucks,13,48
98,IHM,assembly,trucks,14,536
98,IHM,runtime,cars,1,260
98,IHM,runtime,cars,2,675
98,IHM,runtime,cars,3,650
98,IHM,runtime,cars,11,225
98,IHM,runtime,cars,12,100
98,IHM,runtime,cars,4,900
98,IHM,runtime,cars,13,50
98,IHM,runtime,cars,14,1100
98,IHM,runtime,cars,15,510
98,IHM,runtime,busses,15,240
98,IHM,runtime,trucks,15,148
98,IHM,runtime,trucks,5,212
98,IHM,disassembly,cars,1,260
98,IHM,disassembly,cars,2,675
98,IHM,disassembly,cars,3,605
98,IHM,disassembly,busses,3,45
98,IHM,disassembly,busses,11,195
98,IHM,disassembly,trucks,11,28
98,IHM,disassembly,trucks,12,100
98,IHM,disassembly,trucks,4,900
98,IHM,disassembly,trucks,13,48
98,IHM,disassembly,trucks,14,84
109,STAHLGRUBER Leistungsschau,assembly,cars,5,200
109,STAHLGRUBER Leistungsschau,assembly,busses,5,30
109,STAHLGRUBER Leistungsschau,assembly,trucks,5,160
109,STAHLGRUBER Leistungsschau,runtime,cars,5,70
109,STAHLGRUBER Leistungsschau,disassembly,cars,5,90
109,STAHLGRUBER Leistungsschau,disassembly,trucks,5,80
112,Performance Days,assembly,cars,5,230
112,Performance Days,assembly,busses,5,30
112,Performance Days,assembly,trucks,5,160
112,Performance Days,runtime,cars,5,1450
112,Performance Days,runtime,busses,5,48
112,Performance Days,runtime,busses,6,42
112,Performance Days,runtime,trucks,6,120
112,Performance Days,disassembly,cars,5,450
112,Performance Days,disassembly,busses,5,60
112,Performance Days,disassembly,trucks,5,320
115,Evakuierungshalle Flüchtende,assembly,cars,1,80
115,Evakuierungshalle Flüchtende,assembly,trucks,1,40
115,Evakuierungshalle Flüchtende,runtime,cars,1,50
115,Evakuierungshalle Flüchtende,disassembly,cars,1,190
115,Evakuierungshalle Flüchtende,disassembly,busses,1,30
115,Evakuierungshalle Flüchtende,disassembly,trucks,1,40
115,Evakuierungshalle Flüchtende,disassembly,trucks,2,80
116,ceramitec,assembly,cars,1,260
116,ceramitec,assembly,cars,2,600
116,ceramitec,assembly,busses,2,75
116,ceramitec,assembly,busses,3,75
116,ceramitec,assembly,trucks,3,572
116,ceramitec,assembly,trucks,11,68
116,ceramitec,runtime,cars,1,260
116,ceramitec,runtime,cars,2,675
116,ceramitec,runtime,cars,3,245
116,ceramitec,runtime,busses,3,60
116,ceramitec,runtime,trucks,3,80
116,ceramitec,disassembly,cars,1,260
116,ceramitec,disassembly,cars,2,350
116,ceramitec,disassembly,busses,2,90
116,ceramitec,disassembly,trucks,2,232
116,ceramitec,disassembly,trucks,3,208
119,analytica,assembly,cars,5,1060
119,analytica,assembly,busses,5,180
119,analytica,assembly,trucks,5,260
119,analytica,assembly,trucks,6,540
119,analytica,runtime,cars,5,1500
119,analytica,runtime,cars,6,575
119,analytica,runtime,cars,7,750
119,analytica,runtime,cars,8,800
119,analytica,runtime,cars,9,70
119,analytica,runtime,cars,10,900
119,analytica,runtime,cars,4,275
119,analytica,runtime,busses,4,270
119,analytica,runtime,trucks,4,352
119,analytica,runtime,trucks,19,48
119,analytica,disassembly,cars,5,1500
119,analytica,disassembly,cars,6,110
119,analytica,disassembly,busses,6,270
119,analytica,disassembly,trucks,6,192
119,analytica,disassembly,trucks,7,748
119,analytica,disassembly,trucks,8,260
121,IFAT Munich,assembly,cars,5,1500
121,IFAT Munich,assembly,cars,6,575
121,IFAT Munich,assembly,cars,7,750
121,IFAT Munich,assembly,cars,8,195
121,IFAT Munich,assembly,busses,8,510
121,IFAT Munich,assembly,trucks,8,92
121,IFAT Munich,assembly,trucks,9,68
121,IFAT Munich,assembly,trucks,10,900
121,IFAT Munich,assembly,trucks,4,900
121,IFAT Munich,assembly,trucks,19,280
121,IFAT Munich,runtime,cars,5,1500
121,IFAT Munich,runtime,cars,6,575
121,IFAT Munich,runtime,cars,7,750
121,IFAT Munich,runtime,cars,8,800
121,IFAT Munich,runtime,cars,9,70
121,IFAT Munich,runtime,cars,10,900
121,IFAT Munich,runtime,cars,4,900
121,IFAT Munich,runtime,cars,19,1230
121,IFAT Munich,runtime,cars,18,1340
121,IFAT Munich,runtime,cars,3,650
121,IFAT Munich,runtime,cars,17,1340
121,IFAT Munich,runtime,cars,16,375
121,IFAT Munich,runtime,busses,16,570
121,IFAT Munich,runtime,trucks,16,184
121,IFAT Munich,runtime,trucks,15,696
121,IFAT Munich,disassembly,cars,5,1500
121,IFAT Munich,disassembly,cars,6,575
121,IFAT Munich,disassembly,cars,7,505
121,IFAT Munich,disassembly,busses,7,243
121,IFAT Munich,disassembly,busses,8,177
121,IFAT Munich,disassembly,trucks,8,620
121,IFAT Munich,disassembly,trucks,9,68
121,IFAT Munich,disassembly,trucks,10,900
121,IFAT Munich,disassembly,trucks,4,332
122,Evakuierungshalle Flüchtende,assembly,cars,1,20
122,Evakuierungshalle Flüchtende,runtime,cars,1,180
122,Evakuierungshalle Flüchtende,disassembly,cars,1,150
122,Evakuierungshalle Flüchtende,disassembly,busses,1,30
122,Evakuierungshalle Flüchtende,disassembly,trucks,1,80
122,Evakuierungshalle Flüchtende,disassembly,trucks,2,40
123,OutDoor by ISPO,assembly,cars,4,780
123,OutDoor by ISPO,assembly,busses,4,120
123,OutDoor by ISPO,assembly,trucks,5,600
123,OutDoor by ISPO,runtime,cars,4,900
123,OutDoor by ISPO,runtime,cars,5,120
123,OutDoor by ISPO,runtime,busses,5,60
123,OutDoor by ISPO,runtime,trucks,5,80
123,OutDoor by ISPO,disassembly,cars,4,620
123,OutDoor by ISPO,disassembly,busses,4,90
123,OutDoor by ISPO,disassembly,trucks,4,188
123,OutDoor by ISPO,disassembly,trucks,5,292
124,Architect@Work,assembly,cars,5,70
124,Architect@Work,assembly,trucks,5,40
124,Architect@Work,runtime,cars,5,40
124,Architect@Work,disassembly,cars,5,160
124,Architect@Work,disassembly,busses,5,30
124,Architect@Work,disassembly,trucks,5,120
125,Outdoor Atrium,assembly,cars,4,400
125,Outdoor Atrium,assembly,busses,4,60
125,Outdoor Atrium,assembly,trucks,4,320
125,Outdoor Atrium,runtime,cars,5,1240
125,Outdoor Atrium,runtime,cars,16,630
125,Outdoor Atrium,runtime,busses,16,90
125,Outdoor Atrium,runtime,trucks,16,160
125,Outdoor Atrium,disassembly,cars,4,900
125,Outdoor Atrium,disassembly,cars,5,100
125,Outdoor Atrium,disassembly,busses,5,180
125,Outdoor Atrium,disassembly,trucks,5,760
126,The smarter E Europe,assembly,cars,1,260
126,The smarter E Europe,assembly,cars,2,675
126,The smarter E Europe,assembly,cars,12,100
126,The smarter E Europe,assembly,cars,11,225
126,The smarter E Europe,assembly,cars,4,900
126,The smarter E Europe,assembly,cars,3,560
126,The smarter E Europe,assembly,busses,3,90
126,The smarter E Europe,assembly,busses,13,48
126,The smarter E Europe,assembly,busses,14,312
126,The smarter E Europe,assembly,trucks,14,788
126,The smarter E Europe,assembly,trucks,15,900
126,The smarter E Europe,assembly,trucks,16,352
126,The smarter E Europe,runtime,cars,1,260
126,The smarter E Europe,runtime,cars,2,675
126,The smarter E Europe,runtime,cars,12,100
126,The smarter E Europe,runtime,cars,11,225
126,The smarter E Europe,runtime,cars,4,900
126,The smarter E Europe,runtime,cars,3,650
126,The smarter E Europe,runtime,cars,13,50
126,The smarter E Europe,runtime,cars,14,1100
126,The smarter E Europe,runtime,cars,15,900
126,The smarter E Europe,runtime,cars,16,580
126,The smarter E Europe,runtime,busses,16,300
126,The smarter E Europe,runtime,trucks,16,248
126,The smarter E Europe,runtime,trucks,5,192
126,The smarter E Europe,disassembly,cars,1,260
126,The smarter E Europe,disassembly,cars,2,675
126,The smarter E Europe,disassembly,cars,12,100
126,The smarter E Europe,disassembly,cars,11,225
126,The smarter E Europe,disassembly,cars,4,900
126,The smarter E Europe,disassembly,cars,3,650
126,The smarter E Europe,disassembly,cars,13,50
126,The smarter E Europe,disassembly,cars,14,30
126,The smarter E Europe,disassembly,busses,14,480
126,The smarter E Europe,disassembly,trucks,14,588
126,The smarter E Europe,disassembly,trucks,15,900
126,The smarter E Europe,disassembly,trucks,16,672
127,Evakuierungshalle Flüchtende,assembly,cars,1,200
127,Evakuierungshalle Flüchtende,assembly,busses,1,30
127,Evakuierungshalle Flüchtende,assembly,trucks,1,28
127,Evakuierungshalle Flüchtende,assembly,trucks,2,132
127,Evakuierungshalle Flüchtende,runtime,cars,1,260
127,Evakuierungshalle Flüchtende,runtime,cars,2,200
127,Evakuierungshalle Flüchtende,runtime,busses,2,30
127,Evakuierungshalle Flüchtende,runtime,trucks,2,40
127,Evakuierungshalle Flüchtende,disassembly,cars,1,90
127,Evakuierungshalle Flüchtende,disassembly,trucks,1,80
128,Trendset Juli,assembly,cars,5,1110
128,Trendset Juli,assembly,busses,5,180
128,Trendset Juli,assembly,trucks,5,208
128,Trendset Juli,assembly,trucks,6,572
128,Trendset Juli,assembly,trucks,7,60
128,Trendset Juli,runtime,cars,5,1500
128,Trendset Juli,runtime,cars,6,575
128,Trendset Juli,runtime,cars,7,750
128,Trendset Juli,runtime,cars,8,800
128,Trendset Juli,runtime,cars,9,15
128,Trendset Juli,runtime,busses,9,54
128,Trendset Juli,runtime,busses,10,156
128,Trendset Juli,runtime,trucks,10,320
128,Trendset Juli,disassembly,cars,5,1500
128,Trendset Juli,disassembly,cars,6,220
128,Trendset Juli,disassembly,busses,6,300
128,Trendset Juli,disassembly,trucks,6,52
128,Trendset Juli,disassembly,trucks,7,748
128,Trendset Juli,disassembly,trucks,8,480
129,Produktion Halle Konzerte,assembly,cars,5,80
129,Produktion Halle Konzerte,assembly,trucks,5,80
129,Produktion Halle Konzerte,runtime,cars,5,490
129,Produktion Halle Konzerte,runtime,busses,5,30
129,Produktion Halle Konzerte,runtime,trucks,5,40
129,Produktion Halle Konzerte,disassembly,cars,5,50
129,Produktion Halle Konzerte,disassembly,trucks,5,40
130,Evakuierungshalle Flüchtende,assembly,cars,1,120
130,Evakuierungshalle Flüchtende,assembly,busses,1,30
130,Evakuierungshalle Flüchtende,assembly,trucks,1,80
130,Evakuierungshalle Flüchtende,runtime,cars,1,100
130,Evakuierungshalle Flüchtende,disassembly,cars,1,180
130,Evakuierungshalle Flüchtende,disassembly,busses,1,30
130,Evakuierungshalle Flüchtende,disassembly,trucks,1,48
130,Evakuierungshalle Flüchtende,disassembly,trucks,2,72
131,IAS 2024 AIDS Kongress,assembly,cars,5,480
131,IAS 2024 AIDS Kongress,assembly,busses,5,90
131,IAS 2024 AIDS Kongress,assembly,trucks,5,360
131,IAS 2024 AIDS Kongress,runtime,cars,5,1500
131,IAS 2024 AIDS Kongress,runtime,cars,6,575
131,IAS 2024 AIDS Kongress,runtime,cars,7,275
131,IAS 2024 AIDS Kongress,runtime,busses,7,120
131,IAS 2024 AIDS Kongress,runtime,trucks,7,200
131,IAS 2024 AIDS Kongress,disassembly,cars,5,900
131,IAS 2024 AIDS Kongress,disassembly,busses,5,150
131,IAS 2024 AIDS Kongress,disassembly,trucks,5,448
131,IAS 2024 AIDS Kongress,disassembly,trucks,6,232
132,AIDS Kongress Leerguthallte,assembly,cars,1,180
132,AIDS Kongress Leerguthallte,assembly,busses,1,30
132,AIDS Kongress Leerguthallte,assembly,trucks,1,48
132,AIDS Kongress Leerguthallte,assembly,trucks,2,72
132,AIDS Kongress Leerguthallte,runtime,cars,1,260
132,AIDS Kongress Leerguthallte,runtime,cars,2,90
132,AIDS Kongress Leerguthallte,runtime,busses,2,30
132,AIDS Kongress Leerguthallte,runtime,trucks,2,40
132,AIDS Kongress Leerguthallte,disassembly,cars,1,140
132,AIDS Kongress Leerguthallte,disassembly,busses,1,30
132,AIDS Kongress Leerguthallte,disassembly,trucks,1,88
132,AIDS Kongress Leerguthallte,disassembly,trucks,2,32
133,VIP Konzerte,assembly,cars,5,170
133,VIP Konzerte,assembly,busses,5,30
133,VIP Konzerte,assembly,trucks,5,120
133,VIP Konzerte,runtime,cars,5,440
133,VIP Konzerte,runtime,busses,5,30
133,VIP Konzerte,runtime,trucks,5,40
133,VIP Konzerte,disassembly,cars,5,150
133,VIP Konzerte,disassembly,busses,5,30
133,VIP Konzerte,disassembly,trucks,5,120
134,Evakuierungshallen Konzerte,assembly,cars,1,260
134,Evakuierungshallen Konzerte,assembly,cars,2,340
134,Evakuierungshallen Konzerte,assembly,busses,2,90
134,Evakuierungshallen Konzerte,assembly,trucks,2,244
134,Evakuierungshallen Konzerte,assembly,trucks,3,196
134,Evakuierungshallen Konzerte,runtime,cars,1,260
134,Evakuierungshallen Konzerte,runtime,cars,2,675
134,Evakuierungshallen Konzerte,runtime,cars,3,650
134,Evakuierungshallen Konzerte,runtime,cars,11,225
134,Evakuierungshallen Konzerte,runtime,cars,12,100
134,Evakuierungshallen Konzerte,runtime,cars,4,900
134,Evakuierungshallen Konzerte,runtime,cars,13,30
134,Evakuierungshallen Konzerte,runtime,busses,13,18
134,Evakuierungshallen Konzerte,runtime,busses,14,132
134,Evakuierungshallen Konzerte,runtime,trucks,14,240
134,Evakuierungshallen Konzerte,disassembly,cars,1,260
134,Evakuierungshallen Konzerte,disassembly,cars,2,550
134,Evakuierungshallen Konzerte,disassembly,busses,2,120
134,Evakuierungshallen Konzerte,disassembly,trucks,2,4
134,Evakuierungshallen Konzerte,disassembly,trucks,3,596
147,EXPO REAL,assembly,cars,5,1500
147,EXPO REAL,assembly,cars,6,575
147,EXPO REAL,assembly,cars,7,215
147,EXPO REAL,assembly,busses,7,390
147,EXPO REAL,assembly,trucks,7,144
147,EXPO REAL,assembly,trucks,8,800
147,EXPO REAL,assembly,trucks,9,68
147,EXPO REAL,assembly,trucks,10,708
147,EXPO REAL,runtime,cars,5,1500
147,EXPO REAL,runtime,cars,6,575
147,EXPO REAL,runtime,cars,7,750
147,EXPO REAL,runtime,cars,8,800
147,EXPO REAL,runtime,cars,9,70
147,EXPO REAL,runtime,cars,10,895
147,EXPO REAL,runtime,busses,10,3
147,EXPO REAL,runtime,busses,4,237
147,EXPO REAL,runtime,trucks,4,400
147,EXPO REAL,disassembly,cars,5,850
147,EXPO REAL,disassembly,busses,5,150
147,EXPO REAL,disassembly,trucks,5,500
147,EXPO REAL,disassembly,trucks,6,140
148,Evakuierungshalle Flüchtende,assembly,cars,1,90
148,Evakuierungshalle Flüchtende,assembly,trucks,1,80
148,Evakuierungshalle Flüchtende,runtime,cars,1,80
148,Evakuierungshalle Flüchtende,disassembly,cars,1,100
148,Evakuierungshalle Flüchtende,disassembly,trucks,1,80
149,EXPOPHARM / DAT,assembly,cars,4,900
149,EXPOPHARM / DAT,assembly,cars,5,300
149,EXPOPHARM / DAT,assembly,busses,5,210
149,EXPOPHARM / DAT,assembly,trucks,5,880
149,EXPOPHARM / DAT,runtime,cars,4,900
149,EXPOPHARM / DAT,runtime,cars,5,1500
149,EXPOPHARM / DAT,runtime,cars,16,240
149,EXPOPHARM / DAT,runtime,busses,16,150
149,EXPOPHARM / DAT,runtime,trucks,16,240
149,EXPOPHARM / DAT,disassembly,cars,4,810
149,EXPOPHARM / DAT,disassembly,busses,4,90
149,EXPOPHARM / DAT,disassembly,busses,5,30
149,EXPOPHARM / DAT,disassembly,trucks,5,600
150,eMove360°,assembly,cars,5,140
150,eMove360°,assembly,busses,5,30
150,eMove360°,assembly,trucks,5,120
150,eMove360°,runtime,cars,5,130
150,eMove360°,disassembly,cars,5,80
150,eMove360°,disassembly,trucks,5,80
151,Celonis,assembly,cars,5,450
151,Celonis,assembly,busses,5,60
151,Celonis,assembly,trucks,5,320
151,Celonis,runtime,cars,5,720
151,Celonis,runtime,busses,5,30
151,Celonis,runtime,trucks,5,80
151,Celonis,disassembly,cars,5,430
151,Celonis,disassembly,busses,5,60
151,Celonis,disassembly,trucks,5,320
152,Wessels + Müller,assembly,cars,1,260
152,Wessels + Müller,assembly,cars,2,400
152,Wessels + Müller,assembly,busses,2,120
152,Wessels + Müller,assembly,trucks,2,152
152,Wessels + Müller,assembly,trucks,12,100
152,Wessels + Müller,assembly,trucks,11,224
152,Wessels + Müller,assembly,trucks,3,4
152,Wessels + Müller,runtime,cars,1,260
152,Wessels + Müller,runtime,cars,2,675
152,Wessels + Müller,runtime,cars,12,100
152,Wessels + Müller,runtime,cars,11,225
152,Wessels + Müller,runtime,cars,4,900
152,Wessels + Müller,runtime,cars,3,170
152,Wessels + Müller,runtime,busses,3,120
152,Wessels + Müller,runtime,trucks,3,200
152,Wessels + Müller,disassembly,cars,1,260
152,Wessels + Müller,disassembly,cars,2,640
152,Wessels + Müller,disassembly,busses,2,33
152,Wessels + Müller,disassembly,busses,12,99
152,Wessels + Müller,disassembly,busses,11,18
152,Wessels + Müller,disassembly,trucks,11,204
152,Wessels + Müller,disassembly,trucks,4,476
153,Celonis Lager,assembly,cars,1,10
153,Celonis Lager,runtime,cars,1,260
153,Celonis Lager,runtime,cars,2,250
153,Celonis Lager,runtime,busses,2,30
153,Celonis Lager,runtime,trucks,2,40
153,Celonis Lager,disassembly,cars,1,120
153,Celonis Lager,disassembly,busses,1,30
153,Celonis Lager,disassembly,trucks,1,80
154,Perf. Days,assembly,cars,4,350
154,Perf. Days,assembly,busses,4,60
154,Perf. Days,assembly,trucks,4,240
154,Perf. Days,runtime,cars,4,650
154,Perf. Days,runtime,busses,4,30
154,Perf. Days,runtime,trucks,4,40
154,Perf. Days,disassembly,cars,4,440
154,Perf. Days,disassembly,busses,4,60
154,Perf. Days,disassembly,trucks,4,320
155,BEAUTY FORUM,assembly,cars,1,260
155,BEAUTY FORUM,assembly,cars,2,400
155,BEAUTY FORUM,assembly,busses,2,120
155,BEAUTY FORUM,assembly,trucks,2,152
155,BEAUTY FORUM,assembly,trucks,12,100
155,BEAUTY FORUM,assembly,trucks,11,224
155,BEAUTY FORUM,assembly,trucks,4,4
155,BEAUTY FORUM,runtime,cars,1,260
155,BEAUTY FORUM,runtime,cars,2,675
155,BEAUTY FORUM,runtime,cars,12,100
155,BEAUTY FORUM,runtime,cars,11,225
155,BEAUTY FORUM,runtime,cars,4,80
155,BEAUTY FORUM,runtime,cars,3,650
155,BEAUTY FORUM,runtime,cars,13,50
155,BEAUTY FORUM,runtime,cars,14,50
155,BEAUTY FORUM,runtime,busses,14,120
155,BEAUTY FORUM,runtime,trucks,14,160
155,BEAUTY FORUM,disassembly,cars,1,260
155,BEAUTY FORUM,disassembly,cars,2,550
155,BEAUTY FORUM,disassembly,busses,2,120
155,BEAUTY FORUM,disassembly,trucks,2,4
155,BEAUTY FORUM,disassembly,trucks,12,100
155,BEAUTY FORUM,disassembly,trucks,11,224
155,BEAUTY FORUM,disassembly,trucks,4,272
156,electronica,assembly,cars,1,260
156,electronica,assembly,cars,2,675
156,electronica,assembly,cars,3,650
156,electronica,assembly,cars,11,225
156,electronica,assembly,cars,12,100
156,electronica,assembly,cars,4,900
156,electronica,assembly,cars,13,50
156,electronica,assembly,cars,14,480
156,electronica,assembly,busses,14,540
156,electronica,assembly,trucks,14,80
156,electronica,assembly,trucks,15,900
156,electronica,assembly,trucks,5,1500
156,electronica,runtime,cars,1,260
156,electronica,runtime,cars,2,675
156,electronica,runtime,cars,3,650
156,electronica,runtime,cars,11,225
156,electronica,runtime,cars,12,100
156,electronica,runtime,cars,4,900
156,electronica,runtime,cars,13,50
156,electronica,runtime,cars,14,1100
156,electronica,runtime,cars,15,900
156,electronica,runtime,cars,5,1500
156,electronica,runtime,cars,16,1130
156,electronica,runtime,cars,6,575
156,electronica,runtime,cars,17,1340
156,electronica,runtime,cars,18,1340
156,electronica,runtime,cars,19,945
156,electronica,runtime,busses,19,285
156,electronica,runtime,busses,20,375
156,electronica,runtime,trucks,20,960
156,electronica,disassembly,cars,1,260
156,electronica,disassembly,cars,2,675
156,electronica,disassembly,cars,3,650
156,electronica,disassembly,cars,11,225
156,electronica,disassembly,cars,12,100
156,electronica,disassembly,cars,4,900
156,electronica,disassembly,cars,13,50
156,electronica,disassembly,cars,14,550
156,electronica,disassembly,busses,14,549
156,electronica,disassembly,busses,15,21
156,electronica,disassembly,trucks,15,876
156,electronica,disassembly,trucks,5,1500
156,electronica,disassembly,trucks,16,184
157,SEMICON Europa,assembly,cars,1,170
157,SEMICON Europa,assembly,busses,1,30
157,SEMICON Europa,assembly,trucks,1,60
157,SEMICON Europa,assembly,trucks,2,60
157,SEMICON Europa,runtime,cars,20,70
157,SEMICON Europa,disassembly,cars,1,170
157,SEMICON Europa,disassembly,busses,1,30
157,SEMICON Europa,disassembly,trucks,1,60
157,SEMICON Europa,disassembly,trucks,2,60
158,Aviation Forum,assembly,cars,4,190
158,Aviation Forum,assembly,busses,4,30
158,Aviation Forum,assembly,trucks,4,160
158,Aviation Forum,runtime,cars,4,560
158,Aviation Forum,runtime,busses,4,30
158,Aviation Forum,runtime,trucks,4,40
158,Aviation Forum,disassembly,cars,4,60
158,Aviation Forum,disassembly,trucks,4,40
159,HEIM + HANDWERK/Food&Life,assembly,cars,1,260
159,HEIM + HANDWERK/Food&Life,assembly,cars,2,675
159,HEIM + HANDWERK/Food&Life,assembly,cars,12,100
159,HEIM + HANDWERK/Food&Life,assembly,cars,11,125
159,HEIM + HANDWERK/Food&Life,assembly,busses,11,99
159,HEIM + HANDWERK/Food&Life,assembly,busses,4,81
159,HEIM + HANDWERK/Food&Life,assembly,trucks,4,816
159,HEIM + HANDWERK/Food&Life,assembly,trucks,3,64
159,HEIM + HANDWERK/Food&Life,runtime,cars,1,260
159,HEIM + HANDWERK/Food&Life,runtime,cars,2,675
159,HEIM + HANDWERK/Food&Life,runtime,cars,12,100
159,HEIM + HANDWERK/Food&Life,runtime,cars,11,225
159,HEIM + HANDWERK/Food&Life,runtime,cars,4,900
159,HEIM + HANDWERK/Food&Life,runtime,cars,3,650
159,HEIM + HANDWERK/Food&Life,runtime,cars,13,50
159,HEIM + HANDWERK/Food&Life,runtime,cars,14,930
159,HEIM + HANDWERK/Food&Life,runtime,busses,14,168
